,explicit_line,explicit_phrase,explicit_label
5351,it look clean don't it,[],0
5352,washed it the other day watch how you lean on it,[],0
5353,give me some 501 jeans on it,[],0
5354,roll joints bigger than king kong's fingers,[],0
5355,and smoke them hoes down 'til they stingers,"['hoes', 'smoke']",1
5356,you a class clown and if i skip for the day,[],0
5357,i'm with your bitch smoking grade a,['bitch'],1
5358,you know what it's like i'm seventeen again,[],0
5359,peach fuzz on my face looking on the case,"['face', 'case', 'looking', 'peach', 'fuzz']",1
5360,tryna find a hella taste oh my god,"['god', 'tryna', 'taste', 'find', 'hella']",1
5361,i'm on the chase chevy it's getting kinda heavy relevant selling it,[],0
5365,dipping away time keeps slipping away,[],0
5366,zip in the safe flipping for pay,[],0
5367,tipping like i'm dripping in paint,[],0
5368,upfront four blunts like khalifa put the weed in a j,"['weed', 'blunts']",1
5372,we don't care who sees,[],0
5373,so what we go out,[],0
5374,that's how it's supposed to be,[],0
5375,living young and wild and free,[],0
5376,uh and i don't even care,[],0
5377,'cause if me and my team in there,[],0
5378,there's gon' be some weed in the air,['weed'],1
5379,tell 'em mac,[],0
5380,blowing everywhere we going and now you knowing,[],0
5381,when i step right up get my lighter so i can light up,[],0
5382,that's how it should be done,[],0
5383,soon as you thinking you're down,[],0
5384,find how to turn things around,[],0
5385,now things are looking up,[],0
5386,from the ground up pound up this taylor gang,[],0
5387,so turn my sound up and mount up and do my thang,[],0
5388,uh now i'm chillin' fresh outta class feeling,[],0
5389,like i'm on my own and i could probably own a building,[],0
5390,got my own car no job no children,[],0
5391,had a science project me and mac killed it,[],0
5392,thc,[],0
5393,mac dev,[],0
5394,hd3,[],0
5395,high as methis is us we gon' fuss,[],0
5396,and we gon' fight and we gon' roll,[],0
5397,and live off life,[],0
5405,yeah roll one smoke one,[],0
5406,when you live like this you're supposed to party,[],0
5407,roll one smoke one and we all just having fun,[],0
5408,so we just roll one smoke one,[],0
5421,snoop,[],0
5423,when the pimp's in the crib ma,[],0
5424,drop it like it's hot drop it like it's hot drop it like it's hot,[],0
5425,when the pigs try to get at you,[],0
5426,park it like it's hot park it like it's hot park it like it's hot,[],0
5427,and if a nigga get a attitude,['nigga'],1
5428,pop it like it's hot pop it like it's hot pop it like it's hot,[],0
5429,i got the rollie on my arm and i'm pouring chandon,[],0
5430,and i roll the best weed 'cause i got it going on,['weed'],1
5431,i'm a nice dude uh with some nice dreams yep,[],0
5432,see these ice cubes uh see these ice creams,[],0
5433,eligible bachelor million dollar boat,[],0
5434,that's whiter than what's spilling down your throat,[],0
5435,the phantom exterior like fish eggs,[],0
5436,the interior like suicidewrist red,['suicidewrist'],1
5437,i can exercise you this can be your phys ed,[],0
5438,cheat on your man ma that's how you get ahizzead,[],0
5439,killer with the beat i know killers in the street,[],0
5440,with the steel that'll make you feel like chinchilla in the heat,[],0
5441,so don't try to run up on my ear talking all that raspy shit tryna ask me shit,"['shit', 'ask', 'tryna', 'all', 'talking', 'raspy']",1
5442,when my niggas fill your vest they ain't gon' pass me shit,"[""gon'"", 'niggas', ""ain't"", 'shit', 'fill', 'pass', 'vest']",1
5443,ticking you should think about it take a second ding,[],0
5445,matterfact you should take four b,[],0
5446,and think before you fuck witha lil' skateboard p,"['witha', 'fuck']",1
5455,i'm a gangsta but y'all knew that,[],0
5456,da big boss dogg yeah i had to do that,[],0
5457,i keep a blue flag hanging out my backside,[],0
5458,but only on the left side yeah that's the crip side,[],0
5459,ain't no other way to play the game the way i play,[],0
5460,i cut so much you thought i was a dj vinyl rewind,"['vinyl', 'rewind']",1
5461,two reperepe one yep three,[],0
5462,sn double op do double g,[],0
5463,i can't fake it just break it and when i take it,[],0
5464,see i specialize in making all the girls get naked,[],0
5465,so bring your friends all of y'all come inside,[],0
5466,we got a world premiere right here now get live so don't,[],0
5467,so don't change the dizzle turn it up a little,[],0
5468,i got a living room full of fine dime brizzles,[],0
5469,waiting on the pizzle the dizzle and the chizzle,[],0
5470,g's to the bizzack now ladies here we gizzo,[],0
5479,i'm a bad boy with a lotta hoes,"['hoes', 'lotta']",1
5480,drive my own cars and wear my own clothes,[],0
5481,i hang out tough i'm a real boss,[],0
5482,big snoop dogg yeah he's so sharp,[],0
5483,on the tv screen and in the magazines,[],0
5484,if you play me close you're on a red beam,[],0
5485,oh you got a gun so you wanna pop back,['gun'],1
5486,ak47 now nigga stop that,"['nigga', 'ak47']",1
5487,cement shoes now i'm on the move,[],0
5488,your family's cryin' now you on the news,[],0
5489,they can't find you and now they miss you,[],0
5490,must i remind you i'm only here to twist you,[],0
5491,pistolwhip you dip you then flip you,[],0
5492,then dance to this mothafucking music we crip to,['mothafucking'],1
5493,subscribe nigga get your issue,['nigga'],1
5494,baby come close let me see how you get loose,[],0
5505,can we get a motherfucking moment of silence,"['motherfucking', 'silence', 'get', 'moment']",1
5506,for the small chronic break,[],0
5507,ahah yeah,[],0
5508,niggas be brownnosing these hoes and shit,"['hoes', 'shit', 'niggas', 'brownnosing']",1
5509,taking bitches out to eat and spending money on these hoes,"['bitches', 'eat', 'taking', 'hoes', 'money', 'spending']",1
5510,know what i'm sayin',[],0
5511,i treat a bitch like 7up i never have i never will,"['like', '7up', 'treat', 'never', 'bitch']",1
5512,i tell a bitch like this,"['like', 'bitch', 'tell']",1
5513,bitch you without me is like harold melvin without blue notes,"['without', 'like', 'notes', 'harold', 'blue', 'bitch', 'melvin']",1
5514,you'll never go platinum,[],0
5515,hey daz give me a light nigga,"['nigga', 'daz', 'light', 'give']",1
5516,we'd like to welcome y'all to the fabulous carolina west,[],0
5517,i own this motherfucker and my name is taadow,"['taadow', 'motherfucker', 'name']",1
5518,y'all niggas know who i am y'all niggas tearing up shit,"['niggas', 'know', 'shit', ""y'all"", 'am', 'tearing']",1
5519,but we got something old and something new for y'all tonight,[],0
5520,put yo' hands together for snoop doggy dogg,[],0
5521,the dogg pound and the fabulous dramatics,[],0
5522,it's like everywhere i look and everywhere i go,[],0
5523,i'm hearing motherfuckers tryna steal my flow,"['tryna', ""i'm"", 'flow', 'hearing', 'steal', 'motherfuckers']",1
5524,but it ain't no thang 'cause see my nigga coolio,"[""ain't"", 'coolio', 'see', 'thang', 'nigga', ""'cause""]",1
5525,put me up on the game when i stepped through the do',[],0
5526,you know some of these niggas is so deceptive,"['niggas', 'know', 'deceptive']",1
5527,using my styles like a contraceptive,"['like', 'contraceptive', 'using', 'styles']",1
5528,i hope you get burnt seems you haven't learnt,[],0
5529,it's the knickknack paddywhack i still got the biggest sack,[],0
5531,so put your gun away run away 'cause i'm back why,[],0
5532,hit 'em up get 'em up spit 'em up,[],0
5533,now tell me what's going on,[],0
5534,it make me wanna holler 'cause my dollars come in ozones,[],0
5535,known for the break up so take off your clothes,[],0
5536,and quit tryna spit at my motherfucking hoes,"['motherfucking', 'tryna']",1
5537,speaking of hoes i'll get to the point,[],0
5538,you think you got the bomb 'cause i rolled you a joint,[],0
5539,you'se a flea and i'm the big dogg,[],0
5540,i'll scratch you off my balls with my motherfucking paws,['motherfucking'],1
5541,y'alls niggas better recognize uhhuh,['niggas'],1
5542,and see where i'm coming from it's still eastside 'til i die,[],0
5543,why ask why,[],0
5544,as the world keeps spinning to the dodouble g y,[],0
5545,it's a crazy mixedup world,[],0
5546,it's a doggy dogg world,[],0
5550,well if you give me ten bitches then i'll fuck all ten,"[""i'll"", 'bitches', 'fuck', 'well', 'give', 'ten', 'all']",1
5551,see my homie snoop dogg sipping juice and gin,[],0
5552,don't slip i'm for the settrip to get papers,[],0
5553,styles vary packing flavor like lifesavers,[],0
5554,ain't that somethin' talk shit and i'm dumping,"['talk', 'shit']",1
5555,i had your whole fucking block bumping,['fucking'],1
5556,don't sweat but check the technique i'm unique like china,[],0
5557,you'll never find a bomber rhymer than this nigga behind ya,['nigga'],1
5558,so peekaboo clear the way i'm coming through,[],0
5559,onetwo three you can't see me,[],0
5560,i'm a g like that strapped with hithard tactics,[],0
5561,a fucking menace using hoes like tennis rackets,"['hoes', 'fucking']",1
5562,it's on again it's on and popping,[],0
5563,all i see is green so there ain't no stopping,[],0
5564,i wanna see some panties dropping,[],0
5565,i'm coming from la she used to chill with dre up in compton,[],0
5566,all i ever did was just use that ho,[],0
5567,show her my dickies get with these and kick flows,[],0
5568,i'm dishing out blues i'm upsetting like bad news,[],0
5569,cut off khakis french braids and house shoes,[],0
5570,kurupt the name's often marked for catching slugs,[],0
5571,and i smoke weed for the fuck of it,"['fuck', 'smoke', 'weed']",1
5572,rough and rugged shit it's unexplanatory how i gets wicked,"['rugged', 'rough', 'wicked', 'shit', 'gets', ""it's"", 'unexplanatory']",1
5573,but it's mandatory that i kick it,[],0
5574,check it i'm running hoes in '94 now must i prove it,"['prove', 'running', 'hoes', 'now', ""i'm"", 'must', 'check', ""'94""]",1
5575,hoes call me sugar ray for the way i be sticking and moving,[],0
5576,prepare for a war it's on,[],0
5577,i'm head huntin' hit the button and light shit up like red dawn,"['button', 'hit', 'head', 'like', 'red', 'shit', ""huntin'"", ""i'm"", 'dawn', 'light']",1
5578,peep the massacre from a verbal assassin,[],0
5579,murdering with rhymes packing tec9's for some action,[],0
5580,you really don't know do you you fucking wit a hog,"['know', 'fucking', 'wit', ""don't"", 'really', 'hog']",1
5581,you can't do me i'm going out looney like odog,[],0
5582,ooh mamama mamama mama my,[],0
5583,it's a doggy dogg world it's your world,[],0
5584,the dogg's world it's your world,[],0
5585,tha dogg pound rocks the party all night long,[],0
5586,uhhuh 'til when till the early morn',[],0
5587,it don't stop and uh it don't quit for the,[],0
5588,tha dogg pound clique to drop the cavi dope shit,['shit'],1
5589,diggitydaz out of the motherfucking cut once mo',"['motherfucking', ""mo'""]",1
5590,so grab a seat and grab your gin and juice and check out the flow,[],0
5591,i flipflop and serve hoes with the fat dick,"['fat', 'hoes', 'dick']",1
5592,'til i die i'm still screaming out bitches ain't shit,"['shit', ""ain't"", 'bitches']",1
5593,now i'm the mack daddy had he,[],0
5594,not known about the city where i'm from dumdiddydum,[],0
5595,as you groove to the gangster shit,"['shit', 'gangster']",1
5596,the dodouble g the pound the gangster clique,[],0
5597,now as tha pound break it down with the gangster funk,[],0
5598,i can see and i can tell that's what the fuck you want,"[""that's"", 'fuck']",1
5599,so i blaze up the chronic so i can get high,[],0
5600,i promise i'll smoke chronic 'til the day that i die,"[""i'll""]",1
5602,a dogs world,[],0
5616,i'm gonna take my time,[],0
5617,she gon' get hers before i,[],0
5618,i'm gonna take it slow,[],0
5619,i'm not gon' rush the stroke,[],0
5620,so she can get a sexual eruption,[],0
5621,so i can get a sexual eruption,[],0
5622,so we can get a sexual eruption,[],0
5623,sexual eruption whoa whoa,[],0
5624,she might be with him but she's thinking 'bout me me me,[],0
5625,we don't go to the mall we don't go out to eat eat eat,[],0
5626,all that we ever do is play in the sheets sheets sheets,[],0
5627,smoke us a cigarette then go back to sleep sleep sleep,[],0
5628,'cause we done got a,[],0
5629,sexual eruption,[],0
5632,sexual eruption whoa,[],0
5637,if you don't know by now doggy dogg is a freak freak freak,[],0
5638,i keep a bad bitch with me seven days out the week week week,['bitch'],1
5639,and all that we ever do is play in the sheets sheets sheets,[],0
5640,then smoke us a cigarette then go back to sleep sleep sleep,[],0
5646,i was all in the club sipping some hen smoking on a blunt of 'dro,['blunt'],1
5647,when i peeped this lil' ho out,[],0
5648,i was all in the bar when drift up shawty redd came on,[],0
5649,then she hit the floor now,[],0
5650,with a seethrough dress long hair lightbrown eyes,[],0
5651,looking like ms bo peep,[],0
5652,and a nigga know if i take her home with them wideass hips,"['nigga', 'wideass']",1
