words,start,end,transcript,WER,filename
let it all out,91.077,92.455,"[{'word': 'let', 'start': 0.0, 'end': 0.307}, {'word': 'it', 'start': 0.307, 'end': 0.46}, {'word': 'all', 'start': 0.46, 'end': 0.766}, {'word': 'out', 'start': 0.766, 'end': 1.378}]",0.0,e2be7d1a659c4abba59418859702bcd7-21.wav
these are the things i can do with out,132.71,136.843,"[{'word': 'these', 'start': 0.0, 'end': 0.612}, {'word': 'are', 'start': 0.612, 'end': 0.765}, {'word': 'the', 'start': 0.765, 'end': 1.071}, {'word': 'things', 'start': 1.071, 'end': 1.837}, {'word': 'i', 'start': 1.837, 'end': 2.143}, {'word': 'can', 'start': 2.143, 'end': 2.449}, {'word': 'do', 'start': 2.449, 'end': 2.908}, {'word': 'with', 'start': 2.908, 'end': 3.367}, {'word': 'out', 'start': 3.367, 'end': 4.133}]",0.0,e2be7d1a659c4abba59418859702bcd7-32.wav
shout let it all out,148.475,151.384,"[{'word': 'shout', 'start': 0.0, 'end': 0.613}, {'word': 'let', 'start': 1.225, 'end': 1.684}, {'word': 'it', 'start': 1.684, 'end': 1.99}, {'word': 'all', 'start': 1.99, 'end': 2.296}, {'word': 'out', 'start': 2.296, 'end': 2.909}]",0.0,e2be7d1a659c4abba59418859702bcd7-37.wav
come on,161.332,162.404,"[{'word': 'come', 'start': 0.0, 'end': 0.46}, {'word': 'on', 'start': 0.46, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-41.wav
shout,201.128,201.894,"[{'word': 'shout', 'start': 0.0, 'end': 0.766}]",0.0,e2be7d1a659c4abba59418859702bcd7-42.wav
come on,210.465,211.537,"[{'word': 'come', 'start': 0.0, 'end': 0.306}, {'word': 'on', 'start': 0.306, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-45.wav
come on,215.363,216.435,"[{'word': 'come', 'start': 0.0, 'end': 0.306}, {'word': 'on', 'start': 0.306, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-47.wav
these are the things i can do with out,245.363,249.343,"[{'word': 'these', 'start': 0.0, 'end': 0.612}, {'word': 'are', 'start': 0.612, 'end': 0.918}, {'word': 'the', 'start': 0.918, 'end': 1.225}, {'word': 'things', 'start': 1.225, 'end': 1.837}, {'word': 'i', 'start': 1.837, 'end': 2.143}, {'word': 'can', 'start': 2.143, 'end': 2.449}, {'word': 'do', 'start': 2.449, 'end': 3.061}, {'word': 'with', 'start': 3.061, 'end': 3.367}, {'word': 'out', 'start': 3.367, 'end': 3.98}]",0.0,e2be7d1a659c4abba59418859702bcd7-54.wav
shout let it all out,261.128,264.037,"[{'word': 'shout', 'start': 0.0, 'end': 0.766}, {'word': 'let', 'start': 1.225, 'end': 1.684}, {'word': 'it', 'start': 1.684, 'end': 1.99}, {'word': 'all', 'start': 1.99, 'end': 2.296}, {'word': 'out', 'start': 2.296, 'end': 2.909}]",0.0,e2be7d1a659c4abba59418859702bcd7-59.wav
shout,318.679,319.445,"[{'word': 'shout', 'start': 0.0, 'end': 0.766}]",0.0,e2be7d1a659c4abba59418859702bcd7-64.wav
come on,328.016,329.088,"[{'word': 'come', 'start': 0.0, 'end': 0.306}, {'word': 'on', 'start': 0.306, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-67.wav
come on,332.914,333.986,"[{'word': 'come', 'start': 0.0, 'end': 0.306}, {'word': 'on', 'start': 0.306, 'end': 1.072}]",0.0,e2be7d1a659c4abba59418859702bcd7-69.wav
i only know that i can change,50.414,54.239,"[{'word': 'i', 'start': 0.0, 'end': 0.128}, {'word': 'only', 'start': 0.255, 'end': 0.956}, {'word': 'know', 'start': 1.211, 'end': 1.657}, {'word': 'that', 'start': 1.721, 'end': 2.167}, {'word': 'i', 'start': 2.231, 'end': 2.55}, {'word': 'can', 'start': 2.741, 'end': 3.124}, {'word': 'change', 'start': 3.251, 'end': 3.825}]",0.0,e2ebfb2085e841498bdf9801472c8232-4.wav
so now i step out of,58.573,61.378,"[{'word': 'so', 'start': 0.0, 'end': 0.192}, {'word': 'now', 'start': 0.255, 'end': 0.701}, {'word': 'i', 'start': 0.765, 'end': 1.148}, {'word': 'step', 'start': 1.275, 'end': 1.658}, {'word': 'out', 'start': 1.785, 'end': 2.231}, {'word': 'of', 'start': 2.295, 'end': 2.805}]",0.0,e2ebfb2085e841498bdf9801472c8232-6.wav
i just stuffed it down,80.373,82.796,"[{'word': 'i', 'start': 0.0, 'end': 0.319}, {'word': 'just', 'start': 0.447, 'end': 0.893}, {'word': 'stuffed', 'start': 1.02, 'end': 1.658}, {'word': 'it', 'start': 1.721, 'end': 1.913}, {'word': 'down', 'start': 1.976, 'end': 2.423}]",0.0,e2ebfb2085e841498bdf9801472c8232-12.wav
you never took the time,116.324,119.002,"[{'word': 'you', 'start': 0.0, 'end': 0.128}, {'word': 'never', 'start': 0.255, 'end': 0.765}, {'word': 'took', 'start': 1.084, 'end': 1.403}, {'word': 'the', 'start': 1.594, 'end': 1.913}, {'word': 'time', 'start': 2.104, 'end': 2.678}]",0.0,e2ebfb2085e841498bdf9801472c8232-19.wav
i only know that i can change,124.547,128.372,"[{'word': 'i', 'start': 0.0, 'end': 0.128}, {'word': 'only', 'start': 0.255, 'end': 1.02}, {'word': 'know', 'start': 1.211, 'end': 1.658}, {'word': 'that', 'start': 1.721, 'end': 2.168}, {'word': 'i', 'start': 2.231, 'end': 2.55}, {'word': 'can', 'start': 2.741, 'end': 3.124}, {'word': 'change', 'start': 3.251, 'end': 3.825}]",0.0,e2ebfb2085e841498bdf9801472c8232-21.wav
so now i step out of,132.77,135.575,"[{'word': 'so', 'start': 0.0, 'end': 0.191}, {'word': 'now', 'start': 0.255, 'end': 0.701}, {'word': 'i', 'start': 0.765, 'end': 1.147}, {'word': 'step', 'start': 1.275, 'end': 1.657}, {'word': 'out', 'start': 1.785, 'end': 2.231}, {'word': 'of', 'start': 2.295, 'end': 2.805}]",0.0,e2ebfb2085e841498bdf9801472c8232-23.wav
you were never there for me,149.152,151.702,"[{'word': 'you', 'start': 0.0, 'end': 0.191}, {'word': 'were', 'start': 0.255, 'end': 0.446}, {'word': 'never', 'start': 0.51, 'end': 1.211}, {'word': 'there', 'start': 1.275, 'end': 1.657}, {'word': 'for', 'start': 1.785, 'end': 2.104}, {'word': 'me', 'start': 2.295, 'end': 2.55}]",0.0,e2ebfb2085e841498bdf9801472c8232-27.wav
i just stuffed it down,154.506,156.929,"[{'word': 'i', 'start': 0.0, 'end': 0.319}, {'word': 'just', 'start': 0.447, 'end': 0.893}, {'word': 'stuffed', 'start': 1.02, 'end': 1.658}, {'word': 'it', 'start': 1.722, 'end': 1.913}, {'word': 'down', 'start': 1.977, 'end': 2.423}]",0.0,e2ebfb2085e841498bdf9801472c8232-29.wav
i am scratching is the bed,167.701,171.016,"[{'word': 'i', 'start': 0.0, 'end': 0.383}, {'word': 'am', 'start': 0.51, 'end': 0.765}, {'word': 'scratching', 'start': 1.02, 'end': 1.913}, {'word': 'is', 'start': 2.04, 'end': 2.423}, {'word': 'the', 'start': 2.55, 'end': 2.869}, {'word': 'bed', 'start': 2.996, 'end': 3.315}]",0.0,e2ebfb2085e841498bdf9801472c8232-33.wav
you were never there for me,197.724,200.274,"[{'word': 'you', 'start': 0.0, 'end': 0.191}, {'word': 'were', 'start': 0.255, 'end': 0.446}, {'word': 'never', 'start': 0.51, 'end': 1.211}, {'word': 'there', 'start': 1.275, 'end': 1.658}, {'word': 'for', 'start': 1.785, 'end': 2.104}, {'word': 'me', 'start': 2.295, 'end': 2.55}]",0.0,e2ebfb2085e841498bdf9801472c8232-40.wav
or just bags full of food,102.864,105.375,"[{'word': 'or', 'start': 0.0, 'end': 0.157}, {'word': 'just', 'start': 0.157, 'end': 0.471}, {'word': 'bags', 'start': 0.471, 'end': 0.785}, {'word': 'full', 'start': 0.942, 'end': 1.256}, {'word': 'of', 'start': 1.256, 'end': 1.569}, {'word': 'food', 'start': 1.726, 'end': 2.511}]",0.0,e2f50f7b80714f2cbbfc7f8f7330640a-18.wav
one look and you were gone,199.203,204.852,"[{'word': 'one', 'start': 0.0, 'end': 0.157}, {'word': 'look', 'start': 0.157, 'end': 0.314}, {'word': 'and', 'start': 0.471, 'end': 0.628}, {'word': 'you', 'start': 0.628, 'end': 0.942}, {'word': 'were', 'start': 1.099, 'end': 2.825}, {'word': 'gone', 'start': 3.138, 'end': 5.649}]",0.0,e2f50f7b80714f2cbbfc7f8f7330640a-34.wav
but you got to show me love,62.753,65.101,"[{'word': 'but', 'start': 0.0, 'end': 0.131}, {'word': 'you', 'start': 0.131, 'end': 0.391}, {'word': 'got', 'start': 0.391, 'end': 0.652}, {'word': 'to', 'start': 0.652, 'end': 0.783}, {'word': 'show', 'start': 0.913, 'end': 1.435}, {'word': 'me', 'start': 1.435, 'end': 1.826}, {'word': 'love', 'start': 1.826, 'end': 2.348}]",0.0,e311c4914bf940c59f452a1245390f74-12.wav
who will always be there,103.84,106.188,"[{'word': 'who', 'start': 0.0, 'end': 0.261}, {'word': 'will', 'start': 0.261, 'end': 0.522}, {'word': 'always', 'start': 0.522, 'end': 1.174}, {'word': 'be', 'start': 1.304, 'end': 1.826}, {'word': 'there', 'start': 1.826, 'end': 2.348}]",0.0,e311c4914bf940c59f452a1245390f74-29.wav
a world that i already own,112.579,115.449,"[{'word': 'a', 'start': 0.0, 'end': 0.131}, {'word': 'world', 'start': 0.131, 'end': 0.522}, {'word': 'that', 'start': 0.522, 'end': 0.913}, {'word': 'i', 'start': 0.913, 'end': 1.044}, {'word': 'already', 'start': 1.174, 'end': 2.478}, {'word': 'own', 'start': 2.478, 'end': 2.87}]",0.0,e311c4914bf940c59f452a1245390f74-31.wav
oh,3.377,4.287,"[{'word': 'oh', 'start': 0.0, 'end': 0.91}]",0.0,e31759f02bb84ecbaa3afc783668ce2a-0.wav
like a cripple running the rat race,97.75,100.253,"[{'word': 'like', 'start': 0.0, 'end': 0.152}, {'word': 'a', 'start': 0.19, 'end': 0.341}, {'word': 'cripple', 'start': 0.455, 'end': 0.796}, {'word': 'running', 'start': 0.91, 'end': 1.251}, {'word': 'the', 'start': 1.327, 'end': 1.479}, {'word': 'rat', 'start': 1.555, 'end': 1.858}, {'word': 'race', 'start': 2.01, 'end': 2.503}]",0.0,e31759f02bb84ecbaa3afc783668ce2a-22.wav
i was losing my mind,14.783,16.921,"[{'word': 'i', 'start': 0.0, 'end': 0.075}, {'word': 'was', 'start': 0.113, 'end': 0.188}, {'word': 'losing', 'start': 0.3, 'end': 0.825}, {'word': 'my', 'start': 0.938, 'end': 1.163}, {'word': 'mind', 'start': 1.275, 'end': 2.138}]",0.0,e333a295da274fafb36476625d9b0e90-4.wav
i think i found the light at,24.083,25.321,"[{'word': 'i', 'start': 0.0, 'end': 0.076}, {'word': 'think', 'start': 0.188, 'end': 0.338}, {'word': 'i', 'start': 0.375, 'end': 0.451}, {'word': 'found', 'start': 0.488, 'end': 0.6}, {'word': 'the', 'start': 0.638, 'end': 0.788}, {'word': 'light', 'start': 0.826, 'end': 1.013}, {'word': 'at', 'start': 1.051, 'end': 1.238}]",0.0,e333a295da274fafb36476625d9b0e90-9.wav
the end of the tunnel,25.358,27.346,"[{'word': 'the', 'start': 0.0, 'end': 0.113}, {'word': 'end', 'start': 0.151, 'end': 0.526}, {'word': 'of', 'start': 0.563, 'end': 0.638}, {'word': 'the', 'start': 0.675, 'end': 0.75}, {'word': 'tunnel', 'start': 0.788, 'end': 1.988}]",0.0,e333a295da274fafb36476625d9b0e90-10.wav
gotta get out,38.183,39.196,"[{'word': 'gotta', 'start': 0.001, 'end': 0.413}, {'word': 'get', 'start': 0.45, 'end': 0.6}, {'word': 'out', 'start': 0.638, 'end': 1.013}]",0.0,e333a295da274fafb36476625d9b0e90-15.wav
light it now,50.933,53.521,"[{'word': 'light', 'start': 0.001, 'end': 0.45}, {'word': 'it', 'start': 0.488, 'end': 0.713}, {'word': 'now', 'start': 0.788, 'end': 2.588}]",0.0,e333a295da274fafb36476625d9b0e90-21.wav
i,68.558,69.046,"[{'word': 'i', 'start': 0.0, 'end': 0.488}]",0.0,e333a295da274fafb36476625d9b0e90-28.wav
like a cannonball,82.433,84.046,"[{'word': 'like', 'start': 0.0, 'end': 0.3}, {'word': 'a', 'start': 0.338, 'end': 0.45}, {'word': 'cannonball', 'start': 0.525, 'end': 1.613}]",0.0,e333a295da274fafb36476625d9b0e90-37.wav
i gotta get out into the world again,102.346,104.896,"[{'word': 'i', 'start': 0.0, 'end': 0.112}, {'word': 'gotta', 'start': 0.188, 'end': 0.45}, {'word': 'get', 'start': 0.487, 'end': 0.637}, {'word': 'out', 'start': 0.675, 'end': 0.938}, {'word': 'into', 'start': 0.975, 'end': 1.237}, {'word': 'the', 'start': 1.275, 'end': 1.387}, {'word': 'world', 'start': 1.425, 'end': 1.8}, {'word': 'again', 'start': 1.837, 'end': 2.55}]",0.0,e333a295da274fafb36476625d9b0e90-46.wav
gotta get out,111.271,112.171,"[{'word': 'gotta', 'start': 0.0, 'end': 0.3}, {'word': 'get', 'start': 0.337, 'end': 0.45}, {'word': 'out', 'start': 0.525, 'end': 0.9}]",0.0,e333a295da274fafb36476625d9b0e90-49.wav
gotta get out,113.258,114.796,"[{'word': 'gotta', 'start': 0.0, 'end': 0.3}, {'word': 'get', 'start': 0.338, 'end': 0.451}, {'word': 'out', 'start': 0.525, 'end': 1.538}]",0.0,e333a295da274fafb36476625d9b0e90-51.wav
today,133.508,134.221,"[{'word': 'today', 'start': 0.0, 'end': 0.713}]",0.0,e333a295da274fafb36476625d9b0e90-59.wav
i got this new beginning and,137.183,141.496,"[{'word': 'i', 'start': 0.0, 'end': 0.563}, {'word': 'got', 'start': 0.675, 'end': 1.2}, {'word': 'this', 'start': 1.313, 'end': 1.613}, {'word': 'new', 'start': 1.8, 'end': 2.363}, {'word': 'beginning', 'start': 2.513, 'end': 4.125}, {'word': 'and', 'start': 4.163, 'end': 4.313}]",0.0,e333a295da274fafb36476625d9b0e90-61.wav
i got this new beginning and,178.958,183.196,"[{'word': 'i', 'start': 0.0, 'end': 0.45}, {'word': 'got', 'start': 0.563, 'end': 1.088}, {'word': 'this', 'start': 1.2, 'end': 1.538}, {'word': 'new', 'start': 1.8, 'end': 2.325}, {'word': 'beginning', 'start': 2.438, 'end': 4.013}, {'word': 'and', 'start': 4.088, 'end': 4.238}]",0.0,e333a295da274fafb36476625d9b0e90-79.wav
i,183.271,183.946,"[{'word': 'i', 'start': 0.0, 'end': 0.675}]",0.0,e333a295da274fafb36476625d9b0e90-80.wav
i need a little space,16.842,18.53,"[{'word': 'i', 'start': 0.0, 'end': 0.047}, {'word': 'need', 'start': 0.094, 'end': 0.188}, {'word': 'a', 'start': 0.235, 'end': 0.328}, {'word': 'little', 'start': 0.375, 'end': 0.656}, {'word': 'space', 'start': 0.703, 'end': 1.688}]",0.0,e350c078183a46e9b6140975af7e3025-2.wav
to find my freedom,23.264,25.186,"[{'word': 'to', 'start': 0.0, 'end': 0.281}, {'word': 'find', 'start': 0.328, 'end': 0.563}, {'word': 'my', 'start': 0.609, 'end': 0.797}, {'word': 'freedom', 'start': 0.844, 'end': 1.922}]",0.0,e350c078183a46e9b6140975af7e3025-5.wav
to find myself,50.592,52.327,"[{'word': 'to', 'start': 0.0, 'end': 0.188}, {'word': 'find', 'start': 0.235, 'end': 0.469}, {'word': 'myself', 'start': 0.516, 'end': 1.735}]",0.0,e350c078183a46e9b6140975af7e3025-21.wav
to work it out,55.045,56.452,"[{'word': 'to', 'start': 0.0, 'end': 0.235}, {'word': 'work', 'start': 0.282, 'end': 0.469}, {'word': 'it', 'start': 0.516, 'end': 0.657}, {'word': 'out', 'start': 0.703, 'end': 1.407}]",0.0,e350c078183a46e9b6140975af7e3025-23.wav
i need a little,61.842,62.405,"[{'word': 'i', 'start': 0.0, 'end': 0.094}, {'word': 'need', 'start': 0.141, 'end': 0.188}, {'word': 'a', 'start': 0.235, 'end': 0.328}, {'word': 'little', 'start': 0.375, 'end': 0.563}]",0.0,e350c078183a46e9b6140975af7e3025-26.wav
just into unjust,78.717,82.702,"[{'word': 'just', 'start': 0.0, 'end': 0.797}, {'word': 'into', 'start': 0.844, 'end': 1.641}, {'word': 'unjust', 'start': 1.688, 'end': 3.985}]",0.0,e350c078183a46e9b6140975af7e3025-39.wav
to work it out,145.139,146.78,"[{'word': 'to', 'start': 0.0, 'end': 0.094}, {'word': 'work', 'start': 0.141, 'end': 0.422}, {'word': 'it', 'start': 0.469, 'end': 0.75}, {'word': 'out', 'start': 0.844, 'end': 1.641}]",0.0,e350c078183a46e9b6140975af7e3025-63.wav
time,152.967,154.561,"[{'word': 'time', 'start': 0.0, 'end': 1.594}]",0.0,e350c078183a46e9b6140975af7e3025-67.wav
time,157.42,159.061,"[{'word': 'time', 'start': 0.0, 'end': 1.641}]",0.0,e350c078183a46e9b6140975af7e3025-69.wav
the thingswe do,26.624,28.97,"[{'word': 'the', 'start': 0.0, 'end': 0.168}, {'word': 'thingswe', 'start': 0.28, 'end': 1.62}, {'word': 'do', 'start': 1.787, 'end': 2.346}]",0.0,e38385ceb34849bbb6a04576f10af45c-6.wav
the way you push me,41.702,43.49,"[{'word': 'the', 'start': 0.0, 'end': 0.224}, {'word': 'way', 'start': 0.224, 'end': 0.503}, {'word': 'you', 'start': 0.671, 'end': 0.838}, {'word': 'push', 'start': 1.062, 'end': 1.229}, {'word': 'me', 'start': 1.508, 'end': 1.788}]",0.0,e38385ceb34849bbb6a04576f10af45c-10.wav
a million diamonds,49.074,51.252,"[{'word': 'a', 'start': 0.0, 'end': 0.112}, {'word': 'million', 'start': 0.223, 'end': 0.949}, {'word': 'diamonds', 'start': 1.117, 'end': 2.178}]",0.0,e38385ceb34849bbb6a04576f10af45c-12.wav
save me,60.913,62.533,"[{'word': 'save', 'start': 0.0, 'end': 0.726}, {'word': 'me', 'start': 0.894, 'end': 1.62}]",0.0,e38385ceb34849bbb6a04576f10af45c-16.wav
in your heart,117.54,118.825,"[{'word': 'in', 'start': 0.0, 'end': 0.224}, {'word': 'your', 'start': 0.224, 'end': 0.503}, {'word': 'heart', 'start': 0.67, 'end': 1.285}]",0.0,e38385ceb34849bbb6a04576f10af45c-30.wav
a miracle,120.667,121.729,"[{'word': 'a', 'start': 0.0, 'end': 0.168}, {'word': 'miracle', 'start': 0.224, 'end': 1.062}]",0.0,e38385ceb34849bbb6a04576f10af45c-31.wav
save me,125.358,126.978,"[{'word': 'save', 'start': 0.0, 'end': 0.726}, {'word': 'me', 'start': 0.894, 'end': 1.62}]",0.0,e38385ceb34849bbb6a04576f10af45c-33.wav
will youhold me,131.892,133.959,"[{'word': 'will', 'start': 0.0, 'end': 0.168}, {'word': 'youhold', 'start': 0.224, 'end': 1.229}, {'word': 'me', 'start': 1.564, 'end': 2.067}]",0.0,e38385ceb34849bbb6a04576f10af45c-35.wav
save me,175.563,177.183,"[{'word': 'save', 'start': 0.0, 'end': 0.726}, {'word': 'me', 'start': 0.894, 'end': 1.62}]",0.0,e38385ceb34849bbb6a04576f10af45c-41.wav
will youhold me,182.041,184.108,"[{'word': 'will', 'start': 0.0, 'end': 0.168}, {'word': 'youhold', 'start': 0.224, 'end': 1.452}, {'word': 'me', 'start': 1.787, 'end': 2.067}]",0.0,e38385ceb34849bbb6a04576f10af45c-43.wav
will you hold me,196.393,198.013,"[{'word': 'will', 'start': 0.0, 'end': 0.168}, {'word': 'you', 'start': 0.224, 'end': 0.559}, {'word': 'hold', 'start': 0.671, 'end': 1.006}, {'word': 'me', 'start': 1.285, 'end': 1.62}]",0.0,e38385ceb34849bbb6a04576f10af45c-47.wav
i got an invitation,36.067,37.71,"[{'word': 'i', 'start': 0.0, 'end': 0.253}, {'word': 'got', 'start': 0.269, 'end': 0.522}, {'word': 'an', 'start': 0.522, 'end': 0.774}, {'word': 'invitation', 'start': 0.758, 'end': 1.643}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-6.wav
keep me guessing with ya,50.941,52.931,"[{'word': 'keep', 'start': 0.0, 'end': 0.379}, {'word': 'me', 'start': 0.379, 'end': 0.711}, {'word': 'guessing', 'start': 0.711, 'end': 1.074}, {'word': 'with', 'start': 1.09, 'end': 1.674}, {'word': 'ya', 'start': 1.642, 'end': 1.99}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-11.wav
so listen to me,58.362,59.736,"[{'word': 'so', 'start': 0.0, 'end': 0.348}, {'word': 'listen', 'start': 0.332, 'end': 0.869}, {'word': 'to', 'start': 0.869, 'end': 1.121}, {'word': 'me', 'start': 1.121, 'end': 1.374}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-14.wav
about your sexuality,88.678,90.952,"[{'word': 'about', 'start': 0.0, 'end': 0.505}, {'word': 'your', 'start': 0.505, 'end': 0.758}, {'word': 'sexuality', 'start': 0.758, 'end': 2.274}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-27.wav
when i wanna i wanna,109.141,112.173,"[{'word': 'when', 'start': 0.0, 'end': 0.505}, {'word': 'i', 'start': 0.505, 'end': 1.011}, {'word': 'wanna', 'start': 1.011, 'end': 1.516}, {'word': 'i', 'start': 1.516, 'end': 2.274}, {'word': 'wanna', 'start': 2.274, 'end': 3.032}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-33.wav
come over here baby,120.004,121.773,"[{'word': 'come', 'start': 0.0, 'end': 0.253}, {'word': 'over', 'start': 0.253, 'end': 0.758}, {'word': 'here', 'start': 0.758, 'end': 1.263}, {'word': 'baby', 'start': 1.263, 'end': 1.769}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-38.wav
all i want is you,126.067,127.331,"[{'word': 'all', 'start': 0.0, 'end': 0.253}, {'word': 'i', 'start': 0.253, 'end': 0.506}, {'word': 'want', 'start': 0.506, 'end': 0.758}, {'word': 'is', 'start': 0.758, 'end': 1.011}, {'word': 'you', 'start': 1.011, 'end': 1.264}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-41.wav
you better cross the line,129.604,131.373,"[{'word': 'you', 'start': 0.0, 'end': 0.253}, {'word': 'better', 'start': 0.253, 'end': 0.758}, {'word': 'cross', 'start': 0.758, 'end': 1.011}, {'word': 'the', 'start': 1.011, 'end': 1.263}, {'word': 'line', 'start': 1.263, 'end': 1.769}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-43.wav
all i want is you,133.141,135.415,"[{'word': 'all', 'start': 0.0, 'end': 0.505}, {'word': 'i', 'start': 0.505, 'end': 1.011}, {'word': 'want', 'start': 1.011, 'end': 1.516}, {'word': 'is', 'start': 1.516, 'end': 1.769}, {'word': 'you', 'start': 1.769, 'end': 2.274}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-45.wav
you give me,170.025,171.289,"[{'word': 'you', 'start': 0.0, 'end': 0.506}, {'word': 'give', 'start': 0.506, 'end': 1.011}, {'word': 'me', 'start': 1.011, 'end': 1.264}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-50.wav
what a girl likes,172.299,173.057,"[{'word': 'what', 'start': 0.0, 'end': 0.253}, {'word': 'a', 'start': 0.253, 'end': 0.379}, {'word': 'girl', 'start': 0.379, 'end': 0.505}, {'word': 'likes', 'start': 0.505, 'end': 0.758}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-52.wav
all i want is you,188.72,190.236,"[{'word': 'all', 'start': 0.0, 'end': 0.253}, {'word': 'i', 'start': 0.253, 'end': 0.505}, {'word': 'want', 'start': 0.505, 'end': 0.758}, {'word': 'is', 'start': 0.758, 'end': 1.011}, {'word': 'you', 'start': 1.011, 'end': 1.516}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-59.wav
all i want is you,196.299,197.815,"[{'word': 'all', 'start': 0.0, 'end': 0.505}, {'word': 'i', 'start': 0.505, 'end': 0.758}, {'word': 'want', 'start': 0.758, 'end': 1.011}, {'word': 'is', 'start': 1.011, 'end': 1.263}, {'word': 'you', 'start': 1.263, 'end': 1.516}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-63.wav
all i want is you,201.225,202.615,"[{'word': 'all', 'start': 0.0, 'end': 0.127}, {'word': 'i', 'start': 0.127, 'end': 0.379}, {'word': 'want', 'start': 0.379, 'end': 0.632}, {'word': 'is', 'start': 0.632, 'end': 0.885}, {'word': 'you', 'start': 0.885, 'end': 1.39}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-66.wav
all i want is you,205.141,206.657,"[{'word': 'all', 'start': 0.0, 'end': 0.253}, {'word': 'i', 'start': 0.253, 'end': 0.632}, {'word': 'want', 'start': 0.632, 'end': 0.758}, {'word': 'is', 'start': 0.758, 'end': 1.011}, {'word': 'you', 'start': 1.011, 'end': 1.516}]",0.0,e3bc4282645f4d91b3a3d3206dc8d27d-68.wav
